text
"Incident Time: 15:12 Department: Training & Development Location: Training Room Label: Accident Was Injured: Yes Reporter Name: Riley West Person Involved: Finley Pearson Incident Date: 10 February 2024 Injury Description: Crush injury to hand from hydraulic press Incident Description: Worker fell from ladder while repairing the hull, resulting in concussion."
Reporter Name: Logan Lee Department: Operations Incident Description: Exposure to high-voltage wiring led to a fractured leg. Incident Date: 16 July 2024 Was Injured: Yes Location: Warehouse A Injury Description: Chemical burn from solvent exposure Person Involved: Frankie Mitchell Incident Time: 07:12 Label: Accident
"Injury Description: Fractured wrist from fall on wet surface Incident Description: forklift malfunction caused electrical fire, injuring the operator. Incident Time: 13:31 Reporter Name: Rowan Robinson Location: Tool Crib Label: Accident Incident Date: 06 April 2025 Department: Fleet Management Was Injured: Yes Person Involved: Logan Smith"
Reporter Name: Reese Murphy Injury Description: Foreign object in eye from grinding debris Incident Date: 17 June 2024 Incident Time: 11:25 Person Involved: Blake Sullivan Incident Description: Exposure to asbestos led to concussion. Was Injured: Yes Label: Accident Location: Cafeteria Department: Quality Assurance
Person Involved: Peyton Clark Incident Description: Exposure to asbestos led to a fractured leg. Was Injured: Yes Reporter Name: Rowan Hughes Incident Time: 14:50 Location: Dry Dock 1 Label: Accident Injury Description: Fractured ankle due to fall from scaffolding Incident Date: 16 August 2024 Department: Research & Development
"Person Involved: Reese Ward Incident Time: 04:20 Incident Date: 07 October 2024 Location: Paint Shop Injury Description: Crush injury to hand from hydraulic press Reporter Name: Charlie Clark Incident Description: Worker fell from ladder while painting, resulting in concussion. Was Injured: Yes Department: Ship Maintenance Label: Accident"
"Label: Accident Incident Date: 31 July 2025 Reporter Name: Avery Hughes Location: IT Server Room Incident Description: Worker fell from scaffolding while repairing the hull, resulting in burns. Department: Customer Service Injury Description: Burn from hot welding equipment Was Injured: Yes Incident Time: 23:38 Person Involved: Harper Johnson"
"Incident Date: 11 August 2024 Incident Time: 01:34 Reporter Name: Taylor Smith Location: Dry Dock 1 Label: Accident Injury Description: Fractured ankle due to fall from scaffolding Incident Description: grinder malfunction caused a fuel leak, injuring a contractor. Person Involved: Logan Ward Was Injured: Yes Department: Security"
Location: IT Server Room Label: Accident Was Injured: Yes Person Involved: Finley Fisher Reporter Name: Frankie Walker Injury Description: Dislocated shoulder during equipment maintenance Incident Time: 07:33 Incident Date: 05 August 2025 Department: Research & Development Incident Description: Exposure to toxic fumes led to burns.
"Was Injured: Yes Person Involved: Peyton Walker Location: IT Server Room Incident Time: 14:20 Incident Date: 05 October 2024 Department: HR Injury Description: Chemical burn from solvent exposure Reporter Name: Peyton Reed Label: Accident Incident Description: crane malfunction caused electrical fire, injuring two workers."
"Was Injured: Yes Person Involved: Avery Johnson Location: Maintenance Shed Label: Accident Reporter Name: Emerson Clark Injury Description: Laceration from sharp metal panel Incident Date: 10 May 2025 Incident Time: 09:44 Incident Description: Worker fell from ship deck while painting, resulting in concussion. Department: Security"
"Incident Date: 07 January 2025 Reporter Name: Kai West Location: Dry Dock 1 Was Injured: Yes Department: Legal Incident Time: 01:19 Injury Description: Compressed air injury during maintenance Incident Description: grinder malfunction caused a steel beam to drop, injuring a contractor. Label: Accident Person Involved: Riley Morgan"
Location: Paint Shop Incident Time: 22:54 Was Injured: Yes Incident Date: 29 February 2024 Department: Research & Development Injury Description: Back strain from improper lifting Reporter Name: Reese Lee Label: Accident Incident Description: Exposure to asbestos led to a fractured leg. Person Involved: Emerson Allen
"Department: Fleet Management Incident Description: forklift malfunction caused electrical fire, injuring the operator. Label: Accident Incident Date: 25 February 2024 Was Injured: Yes Injury Description: Fractured ankle due to fall from scaffolding Location: Main Gate Security Incident Time: 04:10 Person Involved: Avery Bennett Reporter Name: Jesse Fisher"
"Person Involved: Casey Reed Injury Description: Hearing damage from loud machinery Incident Time: 19:05 Label: Accident Reporter Name: Peyton Davis Incident Description: Worker fell from ladder while welding, resulting in concussion. Incident Date: 28 July 2025 Was Injured: Yes Location: Fleet Garage Department: IT"
Label: Accident Incident Date: 16 March 2025 Reporter Name: Jesse Sullivan Department: Health & Safety Person Involved: Casey Hughes Incident Time: 10:02 Was Injured: Yes Location: Engineering Workshop Incident Description: Exposure to toxic fumes led to a fractured leg. Injury Description: Electric shock from faulty wiring
"Incident Time: 00:45 Person Involved: Skyler Payne Incident Date: 08 December 2024 Was Injured: Yes Injury Description: Chemical burn from solvent exposure Incident Description: forklift malfunction caused electrical fire, injuring a contractor. Location: Fuel Depot Department: Facilities Label: Accident Reporter Name: Quinn Johnson"
"Incident Date: 13 May 2025 Was Injured: Yes Incident Description: forklift malfunction caused a steel beam to drop, injuring a contractor. Incident Time: 15:40 Person Involved: Frankie Holmes Location: Maintenance Shed Department: Logistics Label: Accident Injury Description: Foreign object in eye from grinding debris Reporter Name: Reese Graham"
Was Injured: Yes Label: Accident Incident Time: 12:45 Person Involved: Alex Bailey Incident Date: 22 April 2024 Department: Environmental Services Incident Description: Exposure to asbestos led to a fractured leg. Injury Description: Burn from hot welding equipment Reporter Name: Charlie Cooper Location: IT Server Room
"Incident Date: 09 February 2024 Incident Description: Worker fell from ship deck while welding, resulting in concussion. Person Involved: Jordan Fisher Was Injured: Yes Location: Tool Crib Department: Finance Reporter Name: Sawyer Graham Incident Time: 20:42 Injury Description: Dislocated shoulder during equipment maintenance Label: Accident"
"Injury Description: Fractured wrist from fall on wet surface Reporter Name: Finley Reed Incident Date: 14 May 2025 Incident Description: forklift malfunction caused a steel beam to drop, injuring two workers. Incident Time: 22:37 Label: Accident Was Injured: Yes Location: Warehouse A Department: IT Person Involved: Blake Clark"
Was Injured: Yes Department: Dockyard Operations Location: Warehouse B Label: Accident Incident Time: 18:39 Injury Description: Eye irritation from chemical fumes Incident Date: 25 September 2024 Person Involved: Sawyer Murray Incident Description: Exposure to toxic fumes led to a fractured leg. Reporter Name: Sawyer Payne
"Department: Fleet Management Injury Description: Puncture wound from misplaced tool Incident Date: 14 September 2024 Was Injured: Yes Label: Accident Incident Time: 18:35 Reporter Name: Dakota Fisher Person Involved: Blake Holmes Location: Warehouse A Incident Description: Worker fell from ladder while painting, resulting in burns."
"Incident Description: Worker fell from ladder while welding, resulting in concussion. Reporter Name: Spencer Payne Injury Description: Eye irritation from chemical fumes Incident Date: 24 July 2024 Label: Accident Person Involved: Riley Clark Incident Time: 13:03 Department: Health & Safety Location: Training Room Was Injured: Yes"
"Department: Legal Reporter Name: Chris Parker Location: Main Gate Security Incident Date: 02 January 2025 Label: Accident Injury Description: Eye irritation from chemical fumes Incident Description: Worker fell from scaffolding while painting, resulting in a fractured leg. Person Involved: Casey Lewis Was Injured: Yes Incident Time: 12:51"
Injury Description: Compressed air injury during maintenance Was Injured: Yes Incident Date: 18 April 2025 Reporter Name: Kai Bailey Label: Accident Person Involved: Chris Murray Incident Description: Exposure to asbestos led to concussion. Incident Time: 06:16 Location: Reception Area Department: Quality Assurance
"Injury Description: Crush injury to hand from hydraulic press Incident Date: 17 April 2025 Reporter Name: Kai Robinson Incident Description: grinder malfunction caused a steel beam to drop, injuring the operator. Was Injured: Yes Location: Reception Area Label: Accident Department: Training & Development Person Involved: Emerson Davis Incident Time: 22:24"
"Incident Time: 18:53 Label: Accident Reporter Name: Taylor Reed Injury Description: Foreign object in eye from grinding debris Incident Date: 20 December 2024 Was Injured: Yes Person Involved: Chris Lewis Location: Maintenance Shed Incident Description: forklift malfunction caused a fuel leak, injuring two workers. Department: Warehouse"
"Person Involved: Finley Brown Incident Description: Worker fell from ship deck while repairing the hull, resulting in a fractured leg. Department: Facilities Incident Date: 11 March 2024 Injury Description: Hearing damage from loud machinery Location: Shipyard Pier Was Injured: Yes Incident Time: 22:12 Reporter Name: Chris Smith Label: Accident"
"Incident Time: 10:59 Was Injured: Yes Department: Quality Assurance Location: Cafeteria Injury Description: Trip hazard fall resulting in bruising Label: Accident Person Involved: Harper Ward Incident Date: 01 May 2024 Reporter Name: Spencer Hughes Incident Description: grinder malfunction caused a steel beam to drop, injuring the operator."
Injury Description: Dislocated shoulder during equipment maintenance Location: Cafeteria Department: Fleet Management Incident Time: 03:51 Was Injured: Yes Incident Date: 09 January 2024 Person Involved: Frankie Morgan Label: Accident Reporter Name: Charlie Parker Incident Description: Exposure to asbestos led to burns.
Incident Date: 15 May 2024 Department: Security Incident Description: Exposure to asbestos led to a fractured leg. Person Involved: Jordan Kennedy Reporter Name: Reese Bennett Injury Description: Severe abrasion from slip on deck Location: Main Gate Security Incident Time: 00:58 Was Injured: Yes Label: Accident
"Department: Operations Was Injured: Yes Location: Paint Shop Label: Accident Reporter Name: Cameron Parker Incident Description: Worker fell from scaffolding while repairing the hull, resulting in a fractured leg. Person Involved: Morgan Graham Incident Time: 00:36 Incident Date: 22 October 2024 Injury Description: Fractured wrist from fall on wet surface"
"Label: Accident Location: Dry Dock 1 Incident Date: 05 April 2024 Reporter Name: Quinn Parker Person Involved: Rowan Murray Incident Time: 05:21 Incident Description: crane malfunction caused electrical fire, injuring two workers. Was Injured: Yes Department: Quality Assurance Injury Description: Severe abrasion from slip on deck"
Department: HR Label: Accident Person Involved: Jordan Sullivan Incident Time: 19:28 Incident Description: Exposure to toxic fumes led to concussion. Incident Date: 11 January 2024 Was Injured: Yes Injury Description: Smoke inhalation from fire in electrical bay Reporter Name: Jamie Pearson Location: Dry Dock 2
"Person Involved: Quinn Mitchell Incident Description: crane malfunction caused a fuel leak, injuring the operator. Incident Date: 30 April 2025 Label: Accident Injury Description: Foreign object in eye from grinding debris Was Injured: Yes Location: Reception Area Department: Operations Incident Time: 15:23 Reporter Name: Chris Lee"
"Incident Date: 20 January 2024 Incident Description: grinder malfunction caused a steel beam to drop, injuring two workers. Location: Training Room Injury Description: Back strain from improper lifting Was Injured: Yes Label: Accident Incident Time: 05:27 Department: IT Reporter Name: Drew Johnson Person Involved: Peyton Ward"
"Injury Description: Smoke inhalation from fire in electrical bay Reporter Name: Harper Brown Incident Description: forklift malfunction caused a steel beam to drop, injuring the operator. Department: Facilities Incident Date: 28 February 2025 Location: Maintenance Shed Was Injured: Yes Incident Time: 01:13 Label: Accident Person Involved: Drew Pearson"
"Department: Quality Assurance Was Injured: Yes Incident Time: 22:10 Label: Accident Incident Date: 03 February 2025 Injury Description: Trip hazard fall resulting in bruising Person Involved: Alex Robinson Location: Main Gate Security Incident Description: Worker fell from ladder while repairing the hull, resulting in concussion. Reporter Name: Dakota Lewis"
"Injury Description: Eye irritation from chemical fumes Was Injured: Yes Label: Accident Incident Date: 14 August 2024 Department: Training & Development Location: Dry Dock 2 Person Involved: Charlie Fisher Incident Description: grinder malfunction caused a fuel leak, injuring two workers. Incident Time: 10:22 Reporter Name: Avery Mitchell"
"Department: Engineering Incident Time: 10:42 Injury Description: Minor cuts and bruises Reporter Name: Kai Lee Label: Accident Incident Date: 28 March 2025 Incident Description: forklift malfunction caused a steel beam to drop, injuring a contractor. Person Involved: Elliot Murray Location: Cafeteria Was Injured: Yes"
"Incident Date: 17 December 2024 Label: Accident Department: Finance Injury Description: Laceration from sharp metal panel Incident Time: 09:16 Person Involved: Cameron Murray Was Injured: Yes Location: Training Room Reporter Name: Dakota Kennedy Incident Description: grinder malfunction caused a steel beam to drop, injuring a contractor."
"Incident Time: 10:55 Label: Accident Person Involved: Jordan Mitchell Reporter Name: Casey Johnson Location: Engineering Workshop Injury Description: Severe abrasion from slip on deck Incident Description: Worker fell from ladder while repairing the hull, resulting in burns. Department: Engineering Incident Date: 01 May 2025 Was Injured: Yes"
"Incident Description: Worker fell from ship deck while repairing the hull, resulting in concussion. Incident Date: 22 February 2024 Location: Dry Dock 2 Person Involved: Frankie Davis Incident Time: 05:44 Injury Description: Back strain from improper lifting Reporter Name: Blake Graham Label: Accident Department: Quality Assurance Was Injured: Yes"
"Reporter Name: Blake Clark Was Injured: Yes Incident Description: Worker fell from ship deck while welding, resulting in concussion. Department: HR Location: Dockyard North Person Involved: Peyton Allen Incident Date: 01 March 2025 Incident Time: 12:24 Label: Accident Injury Description: Trip hazard fall resulting in bruising"
"Incident Date: 16 March 2024 Department: Quality Assurance Incident Time: 02:09 Reporter Name: Dakota Lee Person Involved: Finley Murray Label: Accident Was Injured: Yes Injury Description: Electric shock from faulty wiring Location: Shipyard Pier Incident Description: crane malfunction caused electrical fire, injuring a contractor."
"Incident Time: 16:29 Incident Date: 08 December 2024 Incident Description: Worker fell from scaffolding while painting, resulting in a fractured leg. Department: Training & Development Injury Description: Foreign object in eye from grinding debris Reporter Name: Cameron Lee Label: Accident Was Injured: Yes Person Involved: Sydney Murphy Location: Main Gate Security"
"Incident Date: 06 July 2025 Department: Ship Maintenance Was Injured: Yes Location: Office - Admin Block Label: Accident Incident Description: crane malfunction caused a fuel leak, injuring the operator. Incident Time: 21:14 Injury Description: Dislocated shoulder during equipment maintenance Reporter Name: Peyton Sullivan Person Involved: Drew Mitchell"
"Incident Description: Worker fell from ladder while welding, resulting in a fractured leg. Label: Accident Incident Time: 17:55 Location: Cafeteria Reporter Name: Cameron Holmes Department: Engineering Injury Description: Back strain from improper lifting Was Injured: Yes Incident Date: 21 December 2024 Person Involved: Emerson Lewis"
"Injury Description: Fractured ankle due to fall from scaffolding Department: Research & Development Incident Description: forklift malfunction caused a steel beam to drop, injuring a contractor. Incident Date: 12 October 2024 Label: Accident Was Injured: Yes Incident Time: 20:42 Reporter Name: Finley Kennedy Person Involved: Morgan Morgan Location: Electrical Bay"
Reporter Name: Logan Bailey Incident Time: 02:40 Incident Date: 18 January 2024 Was Injured: Yes Label: Accident Department: Legal Incident Description: Exposure to asbestos led to a fractured leg. Person Involved: Sawyer Johnson Location: Electrical Bay Injury Description: Compressed air injury during maintenance
"Incident Date: 27 March 2024 Location: Electrical Bay Incident Time: 11:21 Department: Environmental Services Label: Accident Reporter Name: Reese Cooper Person Involved: Spencer Morgan Injury Description: Fractured ankle due to fall from scaffolding Incident Description: grinder malfunction caused electrical fire, injuring the operator. Was Injured: Yes"
"Department: Operations Incident Date: 21 April 2024 Reporter Name: Taylor West Incident Time: 23:56 Label: Accident Person Involved: Alex Clark Injury Description: Severe abrasion from slip on deck Incident Description: Worker fell from ship deck while repairing the hull, resulting in burns. Was Injured: Yes Location: Dry Dock 2"
Incident Description: Exposure to asbestos led to a fractured leg. Label: Accident Reporter Name: Spencer Kennedy Incident Date: 20 February 2024 Was Injured: Yes Person Involved: Alex Kennedy Location: Cafeteria Incident Time: 09:53 Department: Facilities Injury Description: Chemical burn from solvent exposure
"Was Injured: Yes Incident Time: 16:52 Person Involved: Chris Smith Location: Dry Dock 1 Incident Date: 15 April 2024 Department: Legal Injury Description: Compressed air injury during maintenance Reporter Name: Dakota Murray Label: Accident Incident Description: crane malfunction caused electrical fire, injuring the operator."
"Reporter Name: Charlie Brown Person Involved: Elliot Reed Was Injured: Yes Incident Description: grinder malfunction caused a fuel leak, injuring the operator. Location: Warehouse A Department: HR Incident Date: 07 June 2024 Label: Accident Incident Time: 09:10 Injury Description: Trip hazard fall resulting in bruising"
Department: Logistics Was Injured: Yes Incident Date: 22 June 2025 Reporter Name: Spencer Walker Injury Description: Puncture wound from misplaced tool Incident Time: 21:55 Location: Cafeteria Incident Description: Exposure to toxic fumes led to a fractured leg. Person Involved: Elliot Lewis Label: Accident
"Was Injured: Yes Incident Description: grinder malfunction caused electrical fire, injuring the operator. Reporter Name: Spencer Mitchell Person Involved: Peyton Ward Incident Date: 23 February 2024 Incident Time: 23:30 Location: Cafeteria Injury Description: Fractured wrist from fall on wet surface Department: Logistics Label: Accident"
"Reporter Name: Sydney Foster Label: Accident Incident Date: 14 April 2024 Incident Time: 22:24 Injury Description: Burn from hot welding equipment Was Injured: Yes Department: Facilities Location: Warehouse A Incident Description: forklift malfunction caused a steel beam to drop, injuring the operator. Person Involved: Taylor Morgan"
Was Injured: Yes Department: Engineering Location: Engineering Workshop Incident Date: 02 August 2024 Incident Time: 16:03 Label: Accident Reporter Name: Finley Reed Injury Description: Heat exhaustion from prolonged outdoor work Person Involved: Cameron Fisher Incident Description: Exposure to high-voltage wiring led to concussion.
"Injury Description: Concussion from falling object Department: Engineering Incident Date: 01 February 2024 Was Injured: Yes Person Involved: Kai Kennedy Label: Accident Incident Time: 13:22 Reporter Name: Skyler Hughes Incident Description: Worker fell from ladder while painting, resulting in concussion. Location: Warehouse A"
"Incident Description: forklift malfunction caused electrical fire, injuring the operator. Label: Accident Injury Description: Hearing damage from loud machinery Department: Finance Was Injured: Yes Incident Time: 14:02 Incident Date: 15 May 2024 Reporter Name: Sawyer Davis Person Involved: Cameron Bennett Location: Shipyard Pier"
"Incident Date: 09 August 2024 Department: Dockyard Operations Was Injured: Yes Incident Time: 20:01 Label: Accident Injury Description: Eye irritation from chemical fumes Reporter Name: Finley Davis Person Involved: Cameron Lee Location: Maintenance Shed Incident Description: crane malfunction caused electrical fire, injuring two workers."
Incident Date: 13 February 2025 Incident Time: 06:57 Location: Training Room Incident Description: Exposure to high-voltage wiring led to a fractured leg. Department: Finance Person Involved: Jamie Fisher Injury Description: Puncture wound from misplaced tool Label: Accident Reporter Name: Skyler Allen Was Injured: Yes
"Incident Description: Worker fell from ship deck while repairing the hull, resulting in concussion. Reporter Name: Finley Lewis Department: Health & Safety Was Injured: Yes Injury Description: Concussion from falling object Incident Time: 17:21 Incident Date: 20 June 2024 Label: Accident Location: Warehouse A Person Involved: Drew Lee"
"Incident Date: 11 January 2025 Was Injured: Yes Incident Description: Worker fell from scaffolding while repairing the hull, resulting in a fractured leg. Reporter Name: Jamie Walker Injury Description: Crush injury to hand from hydraulic press Person Involved: Harper Ward Department: Finance Label: Accident Location: Warehouse B Incident Time: 12:09"
"Department: Procurement Incident Time: 07:29 Reporter Name: Jamie Clark Was Injured: Yes Incident Description: crane malfunction caused a fuel leak, injuring two workers. Label: Accident Incident Date: 16 December 2024 Person Involved: Sydney Holmes Location: Dockyard North Injury Description: Burn from hot welding equipment"
"Injury Description: Burn from hot welding equipment Department: Quality Assurance Reporter Name: Jordan Parker Location: Electrical Bay Incident Time: 22:31 Label: Accident Was Injured: Yes Incident Date: 13 October 2024 Incident Description: Worker fell from ship deck while welding, resulting in concussion. Person Involved: Jordan Kennedy"
"Incident Description: forklift malfunction caused a fuel leak, injuring two workers. Reporter Name: Finley Johnson Incident Date: 29 April 2024 Was Injured: Yes Label: Accident Department: HR Person Involved: Casey Allen Incident Time: 17:56 Location: Dry Dock 1 Injury Description: Dislocated shoulder during equipment maintenance"
"Incident Time: 16:15 Location: Dry Dock 1 Incident Description: Worker fell from ladder while painting, resulting in concussion. Department: Customer Service Incident Date: 24 October 2024 Was Injured: Yes Label: Accident Injury Description: Minor cuts and bruises Reporter Name: Alex Payne Person Involved: Spencer Mitchell"
"Was Injured: Yes Person Involved: Alex Reed Reporter Name: Jesse Graham Incident Date: 12 April 2024 Label: Accident Location: Reception Area Incident Time: 11:05 Department: Finance Incident Description: forklift malfunction caused a steel beam to drop, injuring two workers. Injury Description: Eye irritation from chemical fumes"
Incident Description: Exposure to high-voltage wiring led to burns. Incident Date: 04 February 2025 Location: Shipyard Pier Department: Finance Label: Accident Person Involved: Logan Payne Reporter Name: Cameron Murphy Injury Description: Burn from hot welding equipment Incident Time: 19:53 Was Injured: Yes
Reporter Name: Casey Mitchell Was Injured: Yes Incident Description: Exposure to asbestos led to burns. Department: Warehouse Label: Accident Incident Date: 30 July 2025 Incident Time: 19:04 Injury Description: Burn from hot welding equipment Person Involved: Casey Brown Location: Dry Dock 2
"Person Involved: Kai Parker Incident Time: 07:24 Incident Description: Worker fell from ladder while repairing the hull, resulting in a fractured leg. Location: Cafeteria Injury Description: Smoke inhalation from fire in electrical bay Reporter Name: Dakota Sullivan Incident Date: 14 June 2025 Label: Accident Department: Communications Was Injured: Yes"
"Person Involved: Dakota Robinson Label: Accident Was Injured: Yes Reporter Name: Charlie Ward Location: Dockyard South Incident Description: forklift malfunction caused a fuel leak, injuring a contractor. Injury Description: Electric shock from faulty wiring Department: Security Incident Time: 01:41 Incident Date: 01 October 2024"
Location: Dockyard North Reporter Name: Harper Payne Incident Description: Exposure to high-voltage wiring led to concussion. Incident Date: 07 May 2024 Department: Dockyard Operations Incident Time: 03:35 Was Injured: Yes Injury Description: Laceration from sharp metal panel Label: Accident Person Involved: Reese Johnson
"Injury Description: Chemical burn from solvent exposure Person Involved: Finley Ward Label: Accident Was Injured: Yes Department: Environmental Services Incident Time: 13:51 Location: Electrical Bay Incident Date: 21 March 2025 Reporter Name: Morgan Smith Incident Description: crane malfunction caused a fuel leak, injuring two workers."
"Incident Date: 05 February 2024 Reporter Name: Morgan Lewis Person Involved: Finley Bennett Incident Time: 00:22 Injury Description: Back strain from improper lifting Incident Description: crane malfunction caused a steel beam to drop, injuring the operator. Was Injured: Yes Department: Communications Location: Fuel Depot Label: Accident"
